Order_ID,Customer_ID,Order_Date,Customer_County,Product_Category,Order_Value_KES,Payment_Method,Delivery_Method,Courier_Partner,Package_Weight_Kg,Shipping_Fee_KES,Transit_Time_Days,Fulfillment_Status,Customer_Rating
KE-10722,CUST-5423,2025-04-04,Nakuru,Groceries,18395.0,Credit/Debit Card,Boda Boda Last-Mile,G4S,30.63,267,2.0,Delayed,1.0
KE-10723,CUST-5173,2025-04-28,,Health & Wellness,18345.0,M-Pesa,Home Delivery,Chui Lockers,30.15,564,7.0,Delivered,1.0
KE-10724,CUST-5192,2025-10-04,nairobi,Beauty,22581.0,,Smart Locker,Local Rider,34.61,421,2.0,Delivered,1.0
KE-10725,CUST-5292,2025-03-13,Kisumu,Electronics,18006.0,Credit/Debit Card,Home Delivery,G4S,4.53,488,5.0,Cancelled,4.0
KE-10726,CUST-5499,2025-11-03,Mombasa ,FASHION,11566.0,M-Pesa,Smart Locker,Wells Fargo,15.87,618,7.0,Delayed,1.0
KE-10727,CUST-5182,2025-04-02,Kisumu,Fashion & Apparel,22019.0,COD,Home Delivery,DHL,22.01,656,4.0,Cancelled,5.0
KE-10728,CUST-5468,2025-08-12,nairobi,Fashion & Apparel,19400.0,Credit/Debit Card,Home Delivery,Chui Lockers,22.56,393,,Delivered,4.0
KE-10729,CUST-5195,2025-11-14,Nairobi,Electronics,18252.0,Cash on Delivery,Boda Boda Last-Mile,Chui Lockers,20.82,511,5.0,Returned,2.0
KE-10730,CUST-5349,2025-09-30,kiambu,Fashion & Apparel,6875.0,M-Pesa,Pickup Station,Wells Fargo,2.88,485,7.0,Delayed,2.0
KE-10731,CUST-5467,2025-06-25,nairobi,Home & Living,23260.0,Cash on Delivery,Home Delivery,Local Rider,24.9,176,4.0,Cancelled,3.0
KE-10732,CUST-5008,2025-11-09,Machakos,FASHION,6862.0,Credit/Debit Card,Home Delivery,Sendy,31.99,0,5.0,Delivered,3.0
KE-10733,CUST-5406,2025-01-20,kiambu,FASHION,4023.0,m-pesa,Pickup Station,Chui Lockers,16.71,687,7.0,Delivered,1.0
KE-10734,CUST-5491,2025-11-14,Kajiado,Health & Wellness,"KSh 3,355",Cash on Delivery,Boda Boda Last-Mile,Local Rider,18.57,755,5.0,Delivered,4.0
KE-10735,CUST-5003,2025-05-20,Nakuru,Health & Wellness,13679.0,COD,Smart Locker,Local Rider,17.77,610,3.0,Delayed,
KE-10736,CUST-5172,2025-09-19,Machakos,Beauty,19778.0,Credit/Debit Card,Pickup Station,Wells Fargo,33.53,234,,Delivered,1.0
KE-10737,CUST-5021,2025-03-21,Mombasa,Fashion & Apparel,8247.0,M-Pesa,Smart Locker,Sendy,7.37,0,2.0,Returned,2.0
KE-10738,CUST-5349,2025-02-21,Nakuru,Groceries,20814.0,m-pesa,Boda Boda Last-Mile,DHL,33.24,303,2.0,Returned,
KE-10739,CUST-5085,2025-07-08,Nairobi County,Health & Wellness,23685.0,m-pesa,Pickup Station,G4S,21.27,157,5.0,Delivered,1.0
KE-10740,CUST-5266,2025-05-06,Mombasa,Groceries,17949.0,M-Pesa,Pickup Station,G4S,31.5,478,3.0,Delivered,4.0
KE-10741,CUST-5079,2025-10-20,Uasin Gishu,Health & Wellness,22447.0,m-pesa,Boda Boda Last-Mile,Sendy,19.27,600,6.0,Returned,2.0
KE-10742,CUST-5101,2025-08-15,Uasin Gishu,Fashion & Apparel,1459.0,Credit/Debit Card,Pickup Station,DHL,14.48,253,7.0,Delivered,
KE-10743,CUST-5155,2025-05-01,nairobi,FASHION,8512.0,Cash on Delivery,Smart Locker,Wells Fargo,14.68,624,4.0,Delivered,2.0
KE-10744,CUST-5482,2025-01-11,Mombasa ,Health & Wellness,23945.0,Credit/Debit Card,Pickup Station,Local Rider,6.18,206,6.0,Cancelled,4.0
KE-10745,CUST-5368,2025-02-27,Kiambu,Home & Living,17504.0,M-Pesa,Smart Locker,Chui Lockers,25.55,205,2.0,Cancelled,4.0
KE-10746,CUST-5310,2025-12-18,Nakuru,Groceries,7400.0,Credit/Debit Card,Pickup Station,DHL,18.77,191,3.0,Delayed,
KE-10747,CUST-5041,2025-10-21,Nairobi County,FASHION,5841.0,,Pickup Station,DHL,20.24,750,6.0,Delayed,3.0
KE-10748,CUST-5334,2025-09-19,Mombasa,Home & Living,15904.0,Credit/Debit Card,Pickup Station,Chui Lockers,1.79,305,2.0,Returned,4.0
KE-10749,CUST-5209,2025-08-27,Nairobi County,Beauty,4298.0,m-pesa,Home Delivery,Chui Lockers,4.85,691,2.0,Returned,2.0
KE-10750,CUST-5018,2025-05-31,Kiambu,Electronics,15420.0,Credit/Debit Card,Smart Locker,G4S,3.61,721,6.0,Delivered,5.0
KE-10751,CUST-5340,2025-06-17,Mombasa ,Electronics,19879.0,Cash on Delivery,Home Delivery,DHL,35kg,369,5.0,Returned,5.0
KE-10752,CUST-5254,2025-01-09,Kisumu,FASHION,12264.0,m-pesa,Home Delivery,Wells Fargo,32.96,0,4.0,Delivered,5.0
KE-10753,CUST-5082,2025-09-03,Nairobi,Home & Living,24054.0,,Pickup Station,G4S,4.51,259,3.0,Returned,
KE-10754,CUST-5328,2025-01-04,Mombasa ,Electronics,20689.0,Credit/Debit Card,Boda Boda Last-Mile,Wells Fargo,14.87,787,4.0,Delivered,3.0
KE-10755,CUST-5145,2025-08-06,Mombasa ,Electronics,-8728,M-Pesa,Home Delivery,Local Rider,4.38,572,1.0,Delivered,4.0
KE-10756,CUST-5082,2025-08-05,Nakuru,Beauty,15172.0,M-Pesa,Home Delivery,Chui Lockers,3.05,568,2.0,Delivered,1.0
KE-10757,CUST-5496,2025-01-25,Nakuru,Groceries,,Credit/Debit Card,Smart Locker,Local Rider,30.09,607,4.0,Delivered,1.0
KE-10758,CUST-5287,2025-01-03,Mombasa,Fashion & Apparel,14900.0,COD,Home Delivery,Wells Fargo,20.52,291,999.0,Delivered,3.0
KE-10759,CUST-5206,2025-08-01,Kiambu,Electronics,4316.0,M-Pesa,Home Delivery,Sendy,26.24,391,5.0,Returned,
KE-10760,CUST-5323,23/12/2025,Mombasa,Beauty,"KSh 6,140",Credit/Debit Card,Home Delivery,Local Rider,10.49,658,4.0,Delayed,
KE-10761,CUST-5114,2025-11-28,Kisumu,Health & Wellness,20258.0,COD,Pickup Station,G4S,17.02,646,3.0,Delivered,4.0
KE-10762,CUST-5093,2025-04-18,Machakos,FASHION,,Cash on Delivery,Boda Boda Last-Mile,DHL,4.97,202,7.0,Delivered,1.0
KE-10763,CUST-5210,2025-01-29,,Health & Wellness,9003.0,M-Pesa,Boda Boda Last-Mile,G4S,31.42,605,6.0,Cancelled,3.0
KE-10764,CUST-5475,2025-12-05,Nairobi County,Groceries,10465.0,Cash on Delivery,Pickup Station,Local Rider,34.4,532,1.0,Delivered,3.0
KE-10765,CUST-5276,2025-01-24,Machakos,Health & Wellness,6690.0,M-Pesa,Home Delivery,G4S,17.93,754,2.0,Cancelled,2.0
KE-10766,CUST-5237,2025-07-20,Kisumu,Electronics,19795.0,M-Pesa,Boda Boda Last-Mile,Sendy,12.48,715,2.0,Returned,5.0
KE-10767,CUST-5285,2025-04-25,Nairobi County,Groceries,22082.0,M-Pesa,Boda Boda Last-Mile,DHL,22.42,535,2.0,Delayed,1.0
KE-10768,CUST-5136,2025-08-20,,Home & Living,13146.0,m-pesa,Boda Boda Last-Mile,Wells Fargo,19.04,664,7.0,Delayed,5.0
KE-10769,CUST-5356,2025-09-14,kiambu,FASHION,5459.0,Credit/Debit Card,Home Delivery,Local Rider,29.17,225,7.0,Returned,2.0
KE-10770,CUST-5183,2025-12-05,nairobi,Health & Wellness,13849.0,M-Pesa,Pickup Station,Sendy,32.15,673,3.0,Delivered,3.0
KE-10771,CUST-5464,2025-05-23,Mombasa ,Electronics,"KSh 21,808",m-pesa,Smart Locker,Sendy,27.59,214,6.0,Returned,1.0
KE-10772,CUST-5395,2025-09-22,Nakuru,Home & Living,,COD,Pickup Station,Sendy,9.58,573,1.0,Cancelled,2.0
KE-10773,CUST-5470,2025-07-21,Nakuru,Beauty,8658.0,Credit/Debit Card,Boda Boda Last-Mile,Local Rider,11.0,242,5.0,Returned,1.0
KE-10774,CUST-5056,2025-03-05,Machakos,Health & Wellness,16155.0,M-Pesa,Home Delivery,Chui Lockers,2.84,213,5.0,Delayed,2.0
KE-10775,CUST-5215,2025-06-10,Machakos,Home & Living,11236.0,,Smart Locker,G4S,10.53,406,3.0,Returned,3.0
KE-10776,CUST-5402,2025-10-13,kiambu,Health & Wellness,"KSh 5,802",Cash on Delivery,Smart Locker,Chui Lockers,26.49,179,7.0,Delivered,2.0
KE-10777,CUST-5400,2025-09-17,nairobi,Health & Wellness,13752.0,m-pesa,Smart Locker,DHL,10.19,797,5.0,Delivered,
KE-10778,CUST-5477,2025-12-12,Nairobi County,FASHION,15308.0,COD,Pickup Station,Wells Fargo,21.5,256,3.0,Delivered,5.0
KE-10779,CUST-5417,2025-05-09,kiambu,Electronics,"KSh 18,091",COD,Boda Boda Last-Mile,Chui Lockers,24.91,280,1.0,Delivered,4.0
KE-10780,CUST-5476,2025-01-07,nairobi,Groceries,5877.0,M-Pesa,Home Delivery,G4S,18.55,640,4.0,Delayed,5.0
KE-10781,CUST-5024,2025-08-25,Machakos,FASHION,6228.0,m-pesa,Smart Locker,Wells Fargo,27.91,0,6.0,Returned,3.0
KE-10782,CUST-5146,2025-11-30,Mombasa,Electronics,6842.0,Credit/Debit Card,Boda Boda Last-Mile,DHL,32.91,236,7.0,Returned,3.0
KE-10783,CUST-5330,2025-11-25,nairobi,Health & Wellness,18158.0,COD,Home Delivery,DHL,19.05,218,4.0,Delivered,3.0
KE-10784,CUST-5365,2025-11-22,Mombasa,Home & Living,5245.0,m-pesa,Home Delivery,Sendy,30.04,799,5.0,Delayed,4.0
KE-10785,CUST-5258,2025-05-27,kiambu,Fashion & Apparel,8835.0,COD,Pickup Station,Local Rider,30.78,636,2.0,Delivered,1.0
KE-10786,CUST-5328,2025-12-18,Kajiado,Fashion & Apparel,4541.0,Cash on Delivery,Boda Boda Last-Mile,Local Rider,19.92,750,7.0,Returned,5.0
KE-10787,CUST-5031,2025-06-06,Uasin Gishu,Health & Wellness,9486.0,,Home Delivery,DHL,34.53,540,2.0,Cancelled,
KE-10788,CUST-5115,2025-10-31,Mombasa,Electronics,4193.0,COD,Pickup Station,Local Rider,7.43,677,6.0,Delivered,2.0
KE-10788,CUST-5062,23/01/2025,Mombasa,electrnics,23164.0,M-Pesa,Boda Boda Last-Mile,DHL,35kg,235,2.0,Delivered,1.0
KE-10790,CUST-5469,2025-05-01,Kiambu,Beauty,19821.0,COD,Pickup Station,G4S,11.09,752,,Delivered,
KE-10791,CUST-5395,2025-01-09,,Health & Wellness,11294.0,M-Pesa,Home Delivery,Chui Lockers,15.21,549,1.0,Delayed,3.0
KE-10792,CUST-5153,2025-02-14,Mombasa,Electronics,18248.0,Credit/Debit Card,Boda Boda Last-Mile,Sendy,35kg,725,4.0,Cancelled,2.0
KE-10793,CUST-5193,2025-10-01,kiambu,Home & Living,1005.0,Credit/Debit Card,Home Delivery,Chui Lockers,18.57,646,1.0,Cancelled,4.0
KE-10794,CUST-5092,2025-07-05,Kisumu,Electronics,8257.0,Cash on Delivery,Pickup Station,Chui Lockers,0.61,716,7.0,Delivered,2.0
KE-10795,CUST-5481,2025-02-07,Nakuru,Electronics,15472.0,COD,Pickup Station,Sendy,3.47,714,1.0,Delivered,4.0
KE-10796,CUST-5136,2025-04-01,Kisumu,Home & Living,2249.0,Cash on Delivery,Smart Locker,Wells Fargo,32.08,716,3.0,Delivered,3.0
KE-10797,CUST-5222,2025-09-16,nairobi,Health & Wellness,-501,M-Pesa,Boda Boda Last-Mile,G4S,32.39,569,1.0,Delivered,3.0
KE-10798,CUST-5433,2025-08-29,Nakuru,Beauty,"KSh 9,674",M-Pesa,Pickup Station,G4S,24.14,396,4.0,Cancelled,3.0
KE-10799,CUST-5003,2025-09-04,Nakuru,Health & Wellness,,m-pesa,Home Delivery,DHL,3.11,232,1.0,Delayed,1.0
KE-10800,CUST-5420,2025-10-19,Kisumu,Groceries,"KSh 22,798",COD,Home Delivery,Local Rider,20.13,485,2.0,Cancelled,5.0
KE-10801,CUST-5239,2025-07-31,kiambu,Home & Living,15973.0,Credit/Debit Card,Pickup Station,Chui Lockers,7.16,701,7.0,Delivered,3.0
KE-10802,CUST-5023,2025-03-20,Uasin Gishu,Beauty,15844.0,Cash on Delivery,Pickup Station,Wells Fargo,30.51,692,7.0,Delivered,
KE-10803,CUST-5219,2025-08-18,Kajiado,FASHION,16994.0,m-pesa,Smart Locker,Chui Lockers,32.03,488,4.0,Returned,1.0
KE-10804,CUST-5201,2025-07-04,Nairobi County,Groceries,18999.0,Credit/Debit Card,Smart Locker,Sendy,1.58,466,6.0,Delivered,1.0
KE-10805,CUST-5486,2025-02-12,Nakuru,Electronics,"KSh 23,001",Cash on Delivery,Boda Boda Last-Mile,DHL,13.68,331,1.0,Delivered,3.0
KE-10806,CUST-5418,2025-05-18,nairobi,Electronics,6471.0,Credit/Debit Card,Home Delivery,Sendy,5.61,201,1.0,Delivered,3.0
KE-10807,CUST-5494,2025-12-02,Kisumu,Home & Living,14854.0,COD,Pickup Station,Chui Lockers,20.86,512,5.0,Delivered,
KE-10808,CUST-5384,2025-02-03,Mombasa ,Home & Living,-10463,Credit/Debit Card,Smart Locker,Wells Fargo,4.5,369,5.0,Delivered,1.0
KE-10809,CUST-5036,2025-10-05,Nairobi County,Beauty,20664.0,Cash on Delivery,Pickup Station,Wells Fargo,24.04,196,1.0,Delayed,5.0
KE-10810,CUST-5481,,Nairobi,Groceries,18440.0,COD,Pickup Station,Chui Lockers,17.58,278,2.0,Delivered,3.0
KE-10811,CUST-5297,2025-12-24,,Groceries,12852.0,M-Pesa,Smart Locker,Sendy,2.64,538,2.0,Delivered,4.0
KE-10812,CUST-5275,2025-05-11,nairobi,Home & Living,5397.0,M-Pesa,Home Delivery,Local Rider,1.49,581,,Cancelled,5.0
KE-10813,CUST-5467,2025-07-31,nairobi,Electronics,13364.0,M-Pesa,Smart Locker,Chui Lockers,11.76,726,5.0,Delivered,1.0
KE-10814,CUST-5087,2025-10-31,Mombasa ,Electronics,8373.0,M-Pesa,Pickup Station,Chui Lockers,13.01,229,4.0,Delivered,1.0
KE-10815,CUST-5464,2025-08-16,nairobi,Health & Wellness,6428.0,Credit/Debit Card,Pickup Station,Sendy,12.4,277,4.0,Cancelled,1.0
KE-10816,CUST-5222,2025-02-24,Mombasa,FASHION,3172.0,COD,Boda Boda Last-Mile,G4S,24.67,719,6.0,Delivered,2.0
KE-10817,CUST-5245,2025-10-01,Mombasa,Groceries,5565.0,Credit/Debit Card,Smart Locker,Sendy,23.04,291,,Delivered,5.0
KE-10818,CUST-5109,2025-11-11,Mombasa,Fashion & Apparel,3405.0,m-pesa,Home Delivery,Sendy,14.81,518,,Delivered,
KE-10819,CUST-5321,2025-01-07,Nairobi,Beauty,7676.0,Cash on Delivery,Pickup Station,DHL,30.67,0,7.0,Delayed,3.0
KE-10820,CUST-5453,2025-01-25,Nairobi,Health & Wellness,23937.0,COD,Boda Boda Last-Mile,Local Rider,3.45,285,6.0,Cancelled,1.0
KE-10821,CUST-5212,2025-12-16,Kajiado,FASHION,"KSh 20,426",m-pesa,Pickup Station,Sendy,35kg,403,6.0,Cancelled,4.0
KE-10822,CUST-5200,2025-03-25,Mombasa,Groceries,16919.0,COD,Boda Boda Last-Mile,Chui Lockers,33.4,191,6.0,Cancelled,5.0
KE-10823,CUST-5411,2025-07-21,Uasin Gishu,Health & Wellness,10346.0,m-pesa,Pickup Station,DHL,7.94,158,5.0,Delivered,2.0
KE-10824,CUST-5197,2025-03-10,Nairobi County,Fashion & Apparel,13965.0,Credit/Debit Card,Smart Locker,DHL,5.38,675,1.0,Cancelled,
KE-10825,CUST-5316,2025-02-20,nairobi,Beauty,23805.0,Cash on Delivery,Smart Locker,G4S,31.07,438,2.0,Delivered,5.0
KE-10826,CUST-5120,2025-04-26,Nairobi,Fashion & Apparel,23647.0,,Smart Locker,Wells Fargo,30.24,549,5.0,Delayed,4.0
KE-10827,CUST-5300,2025-12-31,Mombasa ,Beauty,7032.0,COD,Smart Locker,Chui Lockers,13.59,664,7.0,Delivered,2.0
KE-10828,CUST-5040,2025-04-01,Nakuru,Electronics,20761.0,Cash on Delivery,Boda Boda Last-Mile,Local Rider,5.08,530,4.0,Delivered,2.0
KE-10829,CUST-5006,2025-08-21,Mombasa,Beauty,4388.0,Cash on Delivery,Smart Locker,DHL,19.1,311,7.0,Delivered,2.0
KE-10830,CUST-5367,2025-01-29,Machakos,Fashion & Apparel,22804.0,M-Pesa,Smart Locker,G4S,5.06,527,4.0,Delivered,3.0
KE-10831,CUST-5080,2025-04-18,Mombasa ,Fashion & Apparel,17063.0,COD,Boda Boda Last-Mile,G4S,22.53,175,4.0,Delivered,2.0
KE-10832,CUST-5463,2025-08-16,kiambu,FASHION,6889.0,M-Pesa,Smart Locker,G4S,28.5,0,3.0,Delivered,1.0
KE-10833,CUST-5012,2025-03-19,Kajiado,FASHION,15675.0,M-Pesa,Pickup Station,Local Rider,24.26,372,5.0,Delayed,2.0
KE-10834,CUST-5465,2025-01-18,Uasin Gishu,Beauty,13304.0,m-pesa,Boda Boda Last-Mile,G4S,12.1,780,7.0,Delivered,2.0
KE-10835,CUST-5086,2025-03-19,Kisumu,Home & Living,17611.0,COD,Pickup Station,Wells Fargo,7.97,587,3.0,Delivered,1.0
KE-10836,CUST-5282,2025-08-24,Uasin Gishu,Electronics,5690.0,M-Pesa,Pickup Station,Chui Lockers,3.58,716,5.0,Delivered,
KE-10837,CUST-5045,2025-09-10,kiambu,Health & Wellness,8963.0,Cash on Delivery,Pickup Station,G4S,34.38,295,6.0,Cancelled,3.0
KE-10838,CUST-5129,2025-03-20,Kajiado,Beauty,22956.0,Cash on Delivery,Boda Boda Last-Mile,G4S,28.75,495,6.0,Returned,
KE-10839,CUST-5245,2025-05-06,Nakuru,Groceries,,Cash on Delivery,Smart Locker,Sendy,22.9,163,1.0,Delayed,
KE-10840,CUST-5029,2025-09-18,Mombasa,Beauty,12472.0,COD,Smart Locker,Wells Fargo,19.95,791,3.0,Delivered,1.0
KE-10841,CUST-5039,2025-10-17,Kiambu,Electronics,22471.0,m-pesa,Boda Boda Last-Mile,Local Rider,17.43,211,,Delivered,4.0
KE-10842,CUST-5499,2025-03-23,Machakos,Fashion & Apparel,3442.0,m-pesa,Boda Boda Last-Mile,Local Rider,14.18,614,5.0,Delivered,2.0
KE-10843,CUST-5218,2025-09-09,Uasin Gishu,Fashion & Apparel,21865.0,Cash on Delivery,Boda Boda Last-Mile,DHL,19.11,362,6.0,Returned,3.0
KE-10844,CUST-5103,2025-03-01,kiambu,Fashion & Apparel,17293.0,m-pesa,Pickup Station,Sendy,5.63,510,7.0,Delivered,3.0
KE-10845,CUST-5288,2025-11-24,,electrnics,14290.0,Credit/Debit Card,Boda Boda Last-Mile,Chui Lockers,14.09,757,3.0,Delivered,4.0
KE-10846,CUST-5455,2025-06-27,Mombasa ,Electronics,8504.0,M-Pesa,Boda Boda Last-Mile,Wells Fargo,19.82,625,1.0,Delivered,2.0
KE-10847,CUST-5291,2025-12-23,Nairobi,Home & Living,760.0,m-pesa,Pickup Station,Chui Lockers,10.56,471,5.0,Cancelled,3.0
KE-10848,CUST-5313,2025-07-21,Machakos,FASHION,9076.0,m-pesa,Smart Locker,Sendy,27.73,274,5.0,Delivered,
KE-10849,CUST-5483,2025-05-13,Mombasa,FASHION,"KSh 9,144",Credit/Debit Card,Pickup Station,Sendy,20.81,281,4.0,Cancelled,
KE-10850,CUST-5418,2025-09-30,Uasin Gishu,FASHION,-5667,Credit/Debit Card,Home Delivery,DHL,6.15,194,3.0,Delivered,3.0
KE-10851,CUST-5322,2025-12-30,Kisumu,Fashion & Apparel,"KSh 4,617",M-Pesa,Smart Locker,Local Rider,15.21,215,5.0,Delivered,2.0
KE-10852,CUST-5459,2025-07-02,Mombasa,Groceries,13393.0,m-pesa,Smart Locker,DHL,23.75,152,4.0,Cancelled,5.0
KE-10853,CUST-5111,2025-02-05,Mombasa ,Beauty,13210.0,Credit/Debit Card,Pickup Station,Wells Fargo,31.17,567,,Delivered,2.0
KE-10854,CUST-5158,2025-08-23,Mombasa,Electronics,22234.0,COD,Home Delivery,Sendy,19.37,471,2.0,Cancelled,1.0
KE-10855,CUST-5078,2025-12-01,Kisumu,FASHION,9134.0,Cash on Delivery,Pickup Station,Local Rider,27.81,198,7.0,Delayed,4.0
KE-10856,CUST-5173,2025-04-03,nairobi,Fashion & Apparel,5523.0,m-pesa,Home Delivery,G4S,35kg,172,3.0,Returned,
KE-10857,CUST-5062,2025-12-10,Kiambu,Electronics,14487.0,Cash on Delivery,Home Delivery,G4S,9.8,207,2.0,Cancelled,3.0
KE-10858,CUST-5417,2025-09-07,Mombasa ,Health & Wellness,4663.0,Credit/Debit Card,Home Delivery,Sendy,15.95,317,2.0,Delivered,4.0
KE-10859,CUST-5416,2025-07-31,Nakuru,Health & Wellness,16106.0,Cash on Delivery,Pickup Station,Wells Fargo,1.85,704,7.0,Returned,4.0
KE-10860,CUST-5322,2025-03-17,Nairobi County,FASHION,19667.0,Credit/Debit Card,Smart Locker,Local Rider,25.39,403,6.0,Delivered,2.0
KE-10861,CUST-5051,2025-03-08,Nairobi County,Home & Living,23335.0,Credit/Debit Card,Home Delivery,Chui Lockers,29.94,646,1.0,Cancelled,2.0
KE-10862,CUST-5180,2025-02-23,Mombasa ,Fashion & Apparel,24591.0,m-pesa,Boda Boda Last-Mile,Chui Lockers,26.22,720,2.0,Delivered,2.0
KE-10863,CUST-5057,2025-07-12,Machakos,Home & Living,13033.0,M-Pesa,Pickup Station,G4S,34.17,603,999.0,Cancelled,5.0
KE-10864,CUST-5255,2025-09-18,Nairobi,Electronics,838.0,Credit/Debit Card,Home Delivery,Local Rider,26.84,608,5.0,Delayed,
KE-10865,CUST-5336,2025-04-18,Kajiado,Fashion & Apparel,15322.0,m-pesa,Pickup Station,Sendy,14.7,507,2.0,Returned,3.0
KE-10866,CUST-5293,2025-03-22,Nairobi County,Health & Wellness,13951.0,Credit/Debit Card,Boda Boda Last-Mile,G4S,16.27,307,2.0,Returned,2.0
KE-10867,CUST-5021,2025-08-09,Mombasa ,Electronics,18562.0,m-pesa,Home Delivery,Sendy,9.61,379,2.0,Delivered,2.0
KE-10868,CUST-5048,2025-03-30,Mombasa ,Electronics,18139.0,COD,Smart Locker,Sendy,3.73,693,5.0,Delivered,2.0
KE-10869,CUST-5428,,kiambu,Home & Living,16812.0,Cash on Delivery,Boda Boda Last-Mile,DHL,14.12,558,7.0,Returned,2.0
KE-10870,CUST-5111,2025-06-01,nairobi,Groceries,6366.0,M-Pesa,Pickup Station,Local Rider,8.93,265,4.0,Cancelled,
KE-10871,CUST-5443,2025-02-27,Kisumu,Health & Wellness,20469.0,Credit/Debit Card,Pickup Station,Local Rider,24.47,0,2.0,Delivered,
KE-10872,CUST-5352,2025-03-28,Kiambu,Beauty,11531.0,M-Pesa,Home Delivery,Wells Fargo,28.36,692,5.0,Cancelled,
KE-10873,CUST-5082,2025-08-02,Machakos,Health & Wellness,2454.0,COD,Pickup Station,G4S,6.29,361,5.0,Delivered,2.0
KE-10874,CUST-5417,2025-09-05,Nakuru,Electronics,18271.0,m-pesa,Home Delivery,G4S,15.25,0,1.0,Delivered,2.0
KE-10875,CUST-5460,2025-04-26,Machakos,Home & Living,7833.0,M-Pesa,Smart Locker,DHL,32.83,170,4.0,Delivered,4.0
KE-10876,CUST-5386,2025-11-19,,Home & Living,21936.0,m-pesa,Boda Boda Last-Mile,Chui Lockers,4.18,263,5.0,Returned,2.0
KE-10877,CUST-5277,2025-12-21,nairobi,Electronics,24482.0,COD,Pickup Station,Local Rider,30.46,246,4.0,Cancelled,5.0
KE-10878,CUST-5456,2025-03-25,Mombasa ,Beauty,15060.0,,Smart Locker,DHL,16.68,571,3.0,Cancelled,4.0
KE-10879,CUST-5248,2025-01-12,Uasin Gishu,Beauty,8852.0,Cash on Delivery,Home Delivery,Local Rider,6.85,666,1.0,Delayed,5.0
KE-10880,CUST-5483,2025-11-19,Uasin Gishu,Home & Living,,Cash on Delivery,Pickup Station,DHL,22.44,160,2.0,Delivered,2.0
KE-10881,CUST-5204,2025-03-13,kiambu,Home & Living,1092.0,Cash on Delivery,Home Delivery,G4S,0.12,736,7.0,Delayed,3.0
KE-10882,CUST-5341,2025-10-04,Kajiado,Health & Wellness,3972.0,M-Pesa,Boda Boda Last-Mile,Wells Fargo,32.04,0,3.0,Delayed,1.0
KE-10883,CUST-5303,2025-11-02,Kiambu,Electronics,19024.0,Cash on Delivery,Home Delivery,Local Rider,26.66,169,5.0,Returned,1.0
KE-10884,CUST-5015,2025-02-27,Kiambu,Electronics,9392.0,m-pesa,Home Delivery,Chui Lockers,16.99,582,4.0,Delivered,1.0
KE-10885,CUST-5193,2025-03-14,Kiambu,Home & Living,16152.0,m-pesa,Pickup Station,Sendy,21.35,370,6.0,Delivered,3.0
KE-10886,CUST-5255,2025-06-07,Nakuru,Health & Wellness,20071.0,m-pesa,Smart Locker,Sendy,17.17,290,6.0,Returned,5.0
KE-10887,CUST-5028,2025-01-02,Machakos,Electronics,2727.0,m-pesa,Boda Boda Last-Mile,Chui Lockers,5.58,698,6.0,Delivered,
KE-10888,CUST-5345,2025-06-14,Uasin Gishu,Fashion & Apparel,11846.0,M-Pesa,Smart Locker,Chui Lockers,12.95,218,1.0,Delivered,3.0
KE-10889,CUST-5306,2025-02-17,Mombasa ,Health & Wellness,7539.0,Credit/Debit Card,Smart Locker,Sendy,29.18,271,3.0,Delayed,2.0
KE-10890,CUST-5133,2025-05-29,Nairobi,Groceries,1492.0,M-Pesa,Home Delivery,DHL,7.12,683,,Delayed,5.0
KE-10891,CUST-5273,2025-03-31,Kiambu,Groceries,"KSh 6,932",Credit/Debit Card,Smart Locker,DHL,2.28,605,4.0,Delivered,
KE-10892,CUST-5115,2025-09-05,Nairobi,Home & Living,12173.0,COD,Boda Boda Last-Mile,Chui Lockers,26.01,756,5.0,Delivered,2.0
KE-10893,CUST-5416,2025-07-22,Mombasa ,Beauty,9084.0,Credit/Debit Card,Home Delivery,DHL,1.39,759,,Delivered,
KE-10894,CUST-5362,2025-06-24,Nakuru,Beauty,9920.0,Credit/Debit Card,Smart Locker,Local Rider,26.31,779,5.0,Delivered,4.0
KE-10895,CUST-5168,2025-11-22,Nakuru,Home & Living,19909.0,Credit/Debit Card,Home Delivery,G4S,10.54,773,4.0,Delivered,5.0
KE-10896,CUST-5270,2025-06-03,Kiambu,Health & Wellness,7253.0,COD,Home Delivery,Sendy,6.46,180,5.0,Cancelled,1.0
KE-10897,CUST-5396,2025-02-11,Kisumu,Electronics,,Credit/Debit Card,Pickup Station,Sendy,15.64,529,5.0,Cancelled,2.0
KE-10898,CUST-5113,2025-07-11,Kiambu,Home & Living,24155.0,Cash on Delivery,Boda Boda Last-Mile,Sendy,26.14,739,5.0,Cancelled,2.0
KE-10899,CUST-5436,2025-10-21,Machakos,FASHION,24207.0,Cash on Delivery,Home Delivery,Local Rider,25.13,485,2.0,Delivered,4.0
KE-10900,CUST-5035,2025-06-25,Nakuru,Groceries,5082.0,Credit/Debit Card,Boda Boda Last-Mile,Local Rider,8.66,783,1.0,Delayed,1.0
KE-10901,CUST-5187,2025-11-21,Mombasa,FASHION,12806.0,Cash on Delivery,Home Delivery,Sendy,13.36,0,2.0,Delayed,4.0
KE-10902,CUST-5093,,nairobi,Groceries,-21804,m-pesa,Home Delivery,Chui Lockers,28.27,572,1.0,Delivered,
